id,date_europe_rome,date_gmt,title,original_url,old_urls,categories,tags,language,attachments,missing,featured_image,content_file
arstechnica-tor2we,2008-12-15 01:00:03,2008-12-15T00:00:03Z,"ArsTechnica, “tor2web brings anonymous Tor sites to the “regular” web”",https://www.hermescenter.org/arstechnica-tor2we/,,News; Press,,EN,0,0,,data/posts/arstechnica-tor2we/content.html
26012011-forbes-globaleaks-wants-to-be-the-bittorrent-to-wikileaks-napster,2011-01-26 13:42:37,2011-01-26T12:42:37Z,"Forbes, GlobaLeaks Wants To Be The Bittorrent To WikiLeaks’ Napster",https://www.hermescenter.org/26012011-forbes-globaleaks-wants-to-be-the-bittorrent-to-wikileaks-napster/,,News; Press,,EN,1,0,,data/posts/26012011-forbes-globaleaks-wants-to-be-the-bittorrent-to-wikileaks-napster/content.html
lastampait-globaleaks-ok,2011-04-22 15:48:06,2011-04-22T13:48:06Z,"LaStampa.it, Globaleaks OK",https://www.hermescenter.org/lastampait-globaleaks-ok/,,News; Press,,?,0,0,,data/posts/lastampait-globaleaks-ok/content.html
e-privacy-il-progetto-globaleaks-una-breve-introduzione,2011-06-03 02:00:59,2011-06-03T00:00:59Z,"e-Privacy, Il  Progetto Globaleaks, una breve introduzione",https://www.hermescenter.org/e-privacy-il-progetto-globaleaks-una-breve-introduzione/,,News; Press,,IT,0,0,,data/posts/e-privacy-il-progetto-globaleaks-una-breve-introduzione/content.html
memeburn-the-other-wikileaks-8-whistleblowing-sites-you-probably-dont-know-about,2011-06-14 14:28:46,2011-06-14T12:28:46Z,"Memeburn, The other WikiLeaks: 8 whistleblowing sites you probably don’t know about",https://www.hermescenter.org/memeburn-the-other-wikileaks-8-whistleblowing-sites-you-probably-dont-know-about/,,News; Press,,EN,0,0,,data/posts/memeburn-the-other-wikileaks-8-whistleblowing-sites-you-probably-dont-know-about/content.html
golem-de-quelloffene-whistleblower-plattform-angekundigt,2011-08-23 02:00:41,2011-08-23T00:00:41Z,"Golem.de, Quelloffene Whistleblower-Plattform angekündigt",https://www.hermescenter.org/golem-de-quelloffene-whistleblower-plattform-angekundigt/,,News; Press,,EN,0,0,,data/posts/golem-de-quelloffene-whistleblower-plattform-angekundigt/content.html
la-stampa-e-nato-globaleaks-org-un-nuovo-sito-per-creare-tanti-wikileaks-a-costo-zero,2011-09-06 02:00:31,2011-09-06T00:00:31Z,"La Stampa, E’ nato Globaleaks.org un nuovo sito per creare tanti Wikileaks a costo zero",https://www.hermescenter.org/la-stampa-e-nato-globaleaks-org-un-nuovo-sito-per-creare-tanti-wikileaks-a-costo-zero/,,News; Press,,IT,0,0,,data/posts/la-stampa-e-nato-globaleaks-org-un-nuovo-sito-per-creare-tanti-wikileaks-a-costo-zero/content.html
punto-informatico-globaleaks-oltre-wikileaks,2011-09-07 15:28:28,2011-09-07T13:28:28Z,"Punto Informatico, Globaleaks, oltre Wikileaks",https://www.hermescenter.org/punto-informatico-globaleaks-oltre-wikileaks/,,News; Press,,IT,0,0,,data/posts/punto-informatico-globaleaks-oltre-wikileaks/content.html
new-america-foundation-new-tools-for-todays-investigative-journalist,2011-10-14 22:21:50,2011-10-14T20:21:50Z,"New America Foundation, New Tools for Today’s Investigative Journalist",https://www.hermescenter.org/new-america-foundation-new-tools-for-todays-investigative-journalist/,,News; Press,,EN,0,0,,data/posts/new-america-foundation-new-tools-for-todays-investigative-journalist/content.html
x-congresso-radicali-italiani-globaleaks,2011-10-30 22:50:20,2011-10-30T21:50:20Z,"X Congresso dei Radicali Italiani,  Globaleaks",https://www.hermescenter.org/x-congresso-radicali-italiani-globaleaks/,,News; Press,,EN,0,0,,data/posts/x-congresso-radicali-italiani-globaleaks/content.html
wired-it-cose-globaleaks-il-tulipano-della-democrazia,2011-11-18 21:31:48,2011-11-18T20:31:48Z,"Wired.it , Cos’è GlobaLeaks, il tulipano della democrazia",https://www.hermescenter.org/wired-it-cose-globaleaks-il-tulipano-della-democrazia/,,News; Press,,IT,0,0,,data/posts/wired-it-cose-globaleaks-il-tulipano-della-democrazia/content.html
think-globaleaks,2011-11-21 22:30:11,2011-11-21T21:30:11Z,"Think! ,  Globaleaks",https://www.hermescenter.org/think-globaleaks/,,News; Press,,EN,0,0,,data/posts/think-globaleaks/content.html
milanox-globaleaks-la-democrazia-dei-whisteblowers,2011-11-22 21:47:37,2011-11-22T20:47:37Z,"MilanoX, GlobaLeaks: la Democrazia dei Whisteblowers",https://www.hermescenter.org/milanox-globaleaks-la-democrazia-dei-whisteblowers/,,News; Press,,IT,0,0,,data/posts/milanox-globaleaks-la-democrazia-dei-whisteblowers/content.html
39th-congress-radical-party-transparency-and-public-disclosure,2011-12-09 23:43:37,2011-12-09T22:43:37Z,"39th Congress Radical Party,  Transparency and Public disclosure",https://www.hermescenter.org/39th-congress-radical-party-transparency-and-public-disclosure/,,News; Press,,EN,0,0,,data/posts/39th-congress-radical-party-transparency-and-public-disclosure/content.html
radio-radicale-globaleaks-la-public-disclosure-oltre-wikileaks,2011-12-11 00:01:24,2011-12-10T23:01:24Z,"Radio Radicale, Globaleaks, la “public disclosure” oltre Wikileaks",https://www.hermescenter.org/radio-radicale-globaleaks-la-public-disclosure-oltre-wikileaks/,,News; Press,,IT,0,0,,data/posts/radio-radicale-globaleaks-la-public-disclosure-oltre-wikileaks/content.html
repubblica-it-hacker-in-campo-contro-i-corrotti-globaleaks-la-denuncia-in-p2p,2012-02-05 21:57:00,2012-02-05T20:57:00Z,"Repubblica.it, Hacker in campo contro i corrotti, GlobaLeaks la denuncia in p2p",https://www.hermescenter.org/repubblica-it-hacker-in-campo-contro-i-corrotti-globaleaks-la-denuncia-in-p2p/,,News; Press,,IT,0,0,,data/posts/repubblica-it-hacker-in-campo-contro-i-corrotti-globaleaks-la-denuncia-in-p2p/content.html
corriere-it-il-software-democratico-che-tutela-le-fonti,2012-04-14 23:08:03,2012-04-14T21:08:03Z,"Corriere.it,  Il software (democratico) che tutela le fonti",https://www.hermescenter.org/corriere-it-il-software-democratico-che-tutela-le-fonti/,,News; Press,,IT,4,0,,data/posts/corriere-it-il-software-democratico-che-tutela-le-fonti/content.html
blog-debiase-com-wikileaks-e-globaleaks,2012-04-28 23:21:47,2012-04-28T21:21:47Z,"blog.debiase.com, Wikileaks e Globaleaks",https://www.hermescenter.org/blog-debiase-com-wikileaks-e-globaleaks/,,News; Press,,IT,0,0,,data/posts/blog-debiase-com-wikileaks-e-globaleaks/content.html
it-lettera-aperta-a-skype-spieghi-se-sono-sicure-le-conversazioni-degli-utenti,2013-01-25 15:34:46,2013-01-25T14:34:46Z,[IT] Lettera aperta a Skype: “Spieghi se sono sicure le conversazioni degli utenti”,https://www.hermescenter.org/it-lettera-aperta-a-skype-spieghi-se-sono-sicure-le-conversazioni-degli-utenti/,,News; Press,,IT,0,0,,data/posts/it-lettera-aperta-a-skype-spieghi-se-sono-sicure-le-conversazioni-degli-utenti/content.html
open-source-anonymous-whistleblowing-platform-globaleaks-reaches-0-2-alpha,2013-05-10 10:31:12,2013-05-10T08:31:12Z,Open source Anonymous Whistleblowing Platform GlobaLeaks reaches 0.2 Alpha,https://www.hermescenter.org/open-source-anonymous-whistleblowing-platform-globaleaks-reaches-0-2-alpha/,,News; Press,,EN,0,0,,data/posts/open-source-anonymous-whistleblowing-platform-globaleaks-reaches-0-2-alpha/content.html
radio3-scienza-il-caso-prism,2013-06-12 17:34:45,2013-06-12T15:34:45Z,"Radio3 Scienza,  Il caso PRISM",https://www.hermescenter.org/radio3-scienza-il-caso-prism/,,News; Press,,IT,0,0,,data/posts/radio3-scienza-il-caso-prism/content.html
disappeared-news-be-the-first-on-your-block-to-offer-leaks-to-the-world,2013-06-13 17:18:10,2013-06-13T15:18:10Z,"Disappeared news,   Be the first on your block to offer leaks to the world",https://www.hermescenter.org/disappeared-news-be-the-first-on-your-block-to-offer-leaks-to-the-world/,,News; Press,,EN,0,0,,data/posts/disappeared-news-be-the-first-on-your-block-to-offer-leaks-to-the-world/content.html
panorama-it-snowden-e-manning-hacker-quasi-eroi,2013-06-14 17:03:04,2013-06-14T15:03:04Z,"Panorama.it, Snowden e Manning, hacker. Quasi eroi.",https://www.hermescenter.org/panorama-it-snowden-e-manning-hacker-quasi-eroi/,,News; Press,,IT,0,0,,data/posts/panorama-it-snowden-e-manning-hacker-quasi-eroi/content.html
